	AB_T0_cell-1	AB_T0_cell-2	AB_T0_cell-3	A_T0_cell-1	A_T0_cell-2	A_T0_cell-3	B_T0_cell-1	B_T0_cell-2	B_T0_cell-3	Cont_T0_cell-1	Cont_T0_cell-2	Cont_T0_cell-3	AB_T24_cell-1	AB_T24_cell-2	AB_T24_cell-3	A_T24_cell-1	A_T24_cell-2	A_T24_cell-3	B_T24_cell-1	B_T24_cell-2	B_T24_cell-3	Cont_T24_cell-1	Cont_T24_cell-2	Cont_T24_cell-3	AB_T48_cell-1	AB_T48_cell-2	AB_T48_cell-3	A_T48_cell-1	A_T48_cell-2	A_T48_cell-3	B_T48_cell-1	B_T48_cell-2	B_T48_cell-3	Cont_T48_cell-1	Cont_T48_cell-2	Cont_T48_cell-3
Fru6P_label0	956776.7391	829266.3974	841425.7294	170520.7743	166316.6562	158504.6181	101649.4924	134094.4201	129591.6584	179734.982	162300.4623	187342.8223	47175.42233	47344.91877	52973.06974	0	0	0	23568.50849	19229.71344	29440.81508	22391.22342	27576.05636	0	14119.84324	0	0	20511.25991	0	0	21974.17779	22158.80737	18984.26471	31867.06608	23622.81216	22865.83087
Fru6P_label1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fru6P_label2	43627.3595	40635.9992	35729.08037	0	0	0	0	0	0	0	0	0	12802.48476	11802.1103	13439.08761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fru6P_label3	2507386.13	2186736.149	2096991.91	25916.65274	23462.35397	27415.22791	23363.54112	18815.42194	12220.16577	9312.055106	14325.51043	8845.219539	227579.4098	116616.3238	237861.3649	3.57E-11	9.08E-12	4.67E-12	0	0	0	0	0	6.3E-12	19805.14418	24986.12418	24090.74225	0	4.52E-12	4.66E-12	0	0	0	0	0	0
Fru6P_label4	436.971225	1113.720136	8937.272992	0	0	0	0	0	0	0	0	0	47638.42058	38873.2441	54203.03507	0	0	0	0	0	0	0	0	0	11198.07117	15425.10071	13516.03207	0	0	0	0	0	0	10035.01568	12545.41751	7386.573208
Fru6P_label5	188945.044	174014.8844	188657.0194	130538.1956	140929.0743	129178.8817	140205.2901	137779.5879	94042.73716	97564.36791	114573.5361	105293.3099	250186.2026	151452.4572	220086.5457	149826.4473	68739.12792	108344.3871	84389.57883	115821.3845	107164.6103	129268.3093	96121.09449	93018.5589	50594.54176	50935.0344	57234.18228	106962.9534	89659.14728	93478.96486	85959.11437	102913.4328	84439.28884	74039.45877	54314.02883	64300.62992
Fru6P_label6	5240901.288	4887419.133	4949498.187	4471792.31	4182525.57	4319447.744	4573925.875	4512859.436	3504784.532	3436641.392	3601674.344	3685660.374	4788702.17	3215017.064	4394867.095	4688103.748	3221598.091	3360660.528	3326801.242	3901695.683	3430732.545	4277664.869	3092362.132	3296107.747	1199257.986	1256359.589	1126540.361	3083467.766	2679395.23	2883722.688	2641819.563	3006750.824	2830122.978	2085141.907	1630827.017	1832585.616
FruBP_label0	8106673.417	7879271.504	8222270.057	187489.9969	181644.3962	175538.693	86199.53192	93598.16444	86644.63733	205368.9766	175418.3081	182771.0045	542331.5466	683452.2503	639652.377	12286.87822	8501.84168	12904.77641	18623.34217	10660.5679	19858.04493	22811.92638	13995.04808	19708.15421	21439.42685	16921.66148	18657.24455	13159.59107	15530.74636	10503.17565	36146.11308	37650.92432	33317.06796	79069.87494	41703.51777	32646.19575
FruBP_label1	0	0	0	0	0	0	0	0	0	0	0	0	53862.09736	63985.89274	49279.2474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3266.464534	0	0
FruBP_label2	541271.562	514535.5144	580434.5865	0	865.41032	1660.85285	0	3790.649542	0	2587.159208	3989.26785	0	128412.2443	140903.664	124745.4101	0	0	0	0	0	0	0	0	0	0	0	0	0	6607.838106	0	9776.228983	9700.119338	7568.31075	23301.02087	12405.55489	10290.10898
FruBP_label3	24180246.87	24372881.53	25309457.49	863328.265	786930.0625	796794.4263	324161.7871	371455.0745	354797.5312	683978.4827	539908.134	590542.9028	4185776.271	4776976.683	4319778.371	18352.02563	15569.33664	19060.24414	14721.22536	8528.178556	18581.81178	14319.97062	6849.66173	0	49529.77159	51115.85957	53738.06783	11660.26886	14793.86224	8118.430871	20634.7854	25092.88448	18663.22251	31324.39374	15542.58132	15142.75784
FruBP_label4	367620.8688	372610.8342	453079.1594	14882.67759	14776.22268	13646.94776	23652.3518	24415.35974	24933.49577	14526.41421	15940.01533	13931.53467	556246.6395	646272.1607	556250.1345	11290.95556	8166.814379	8375.877621	5619.87717	0	7285.623986	9153.887078	0	0	15476.61456	13762.42449	14242.49261	20800.401	20925.32458	17673.21789	26210.23395	31962.9966	23333.65519	43946.24401	21847.14379	20396.95798
FruBP_label5	3097573.876	3213558.533	3409846.101	2184204.485	2008413.688	2060717.532	1457285.815	1699108.389	1677895.465	2056928.096	1721229.641	1921810.262	3505469.94	4033575.102	3396082.313	814923.9887	615276.2002	424526.301	326001.2028	222382.7667	434644.9943	660838.45	408564.6311	513016.6198	129978.8555	108262.7398	131680.7734	447177.6103	445870.5199	350120.1307	412365.9538	546936.8991	464805.9386	389309.3425	161619.6409	194763.4675
FruBP_label6	39941535.22	41535293.21	43211389.56	35389053.16	32934285.52	33223105.55	24082388.46	27629084.45	27525214.2	33059329.81	28449938.89	31638656.97	36948194.06	42159998.19	35781907.43	15062267.58	12095394.62	9287603.263	7548007.842	5694384.932	9387660.753	12962835.26	8880719.963	10829840.25	2992280.558	2823096.971	3174696.888	9198710.277	9022540.217	7505579.547	8070039.985	10204301.12	9188349.291	7218028.878	3845325.756	4606560.066
Fru1P_label0	24668128.82	22724011.25	24103936.42	3269098.651	3582721.998	3113459.822	3855613.439	4238083.091	3817942.047	4023778.775	4217698.579	4199715.25	467627.6369	734099.9423	709407.788	0	0	0	0	0	0	0	0	0	257572.8312	341468.6588	392298.3568	0	0	0	0	0	0	0	0	0
Fru1P_label1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79227.74785	60896.74846	46500.50664	40521.43968	45381.51623	54119.3249	47154.68563	41681.31628	43239.2952	0	0	0	19892.20618	20504.42304	24426.26919	16150.04407	14283.26683	14593.14109	19693.15501	11275.98014	10716.48494
Fru1P_label2	0	0	0	0	0	0	0	0	0	0	0	0	64963.80742	59614.74529	67806.55625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fru1P_label3	6297245.088	6040581.01	6335377.486	72494.90812	78737.83772	76608.46556	30689.82322	34203.39315	26807.82597	46044.48211	41298.15515	43296.30588	2039989.318	2132161.142	2084181.828	0	0	0	0	0	0	0	0	0	112081.747	133646.8532	144274.8449	0	0	0	0	0	0	0	0	0
Fru1P_label4	0	0	0	0	0	0	0	0	0	0	0	0	217862.8806	264198.9376	219676.0518	0	0	0	0	0	0	0	0	0	13624.87341	14636.5555	11663.92574	0	0	0	0	0	0	0	0	0
Fru1P_label5	231953.4771	223370.0255	244207.4611	180110.7695	192583.6675	184894.442	160306.9807	179667.7441	141973.7178	136471.5494	147950.0267	147891.3095	1561019.17	1768917.42	1501533.216	262258.5296	217637.4606	189905.8931	236243.4127	314044.9826	316464.5005	209357.6747	155454.9004	178422.1668	93671.58907	102404.5391	103313.4494	55877.46939	52718.66946	57036.50375	84256.70488	98239.91517	89759.08088	35236.83148	27732.10071	33047.04002
Fru1P_label6	6928590.045	6539787.077	6737392.382	5127805.073	5367103.323	5338130.35	4860868.423	5093869.522	4222248.517	4095990.14	4323292.567	4366524.848	18385069.12	22659719.56	18111052.26	6922044.436	6104407.335	5308489.868	6633461.958	7985233.402	7959447.511	5956704.151	4679413.451	5162419.547	2199015.421	2230949.15	2348244.464	1850434.583	1736567.439	1915571.709	2548531.787	3012421.762	2761313.36	1228464.063	871446.2428	1131055.033
Fum_label0	530810.5345	874082.2006	898659.3792	607669.8452	1025669.59	1026447.843	448021.5295	753247.3941	887384.2063	691144.4165	695562.8383	1191475.382	1895955.436	3095542.362	2908646.765	1068017.927	985779.3926	871347.7706	479191.7103	689722.7792	839362.4276	1260656.565	1789214.596	1323313.29	1167104.894	1468316.113	1496980.7	482757.1201	386426.7283	247358.8733	360507.1165	492565.4243	414274.0447	436233.8476	681771.5252	539990.3311
Fum_label1	11286.38246	51176.64818	46561.48045	5817.345549	30173.77921	38733.66733	2109.900845	19150.5046	37832.34021	0	5974.040923	40819.43291	136344.0434	294502.5218	202421.8285	21432.82565	74299.66462	75826.92334	29055.44969	49473.81995	82644.02118	19063.1715	53900.78624	37921.08445	96016.23065	126206.6016	81824.89824	58552.12316	62224.57116	32432.45855	53551.75807	82351.41453	70746.24734	33670.23195	81631.96764	59208.6421
Fum_label2	15552.69921	51663.87686	51449.60121	27633.8473	58570.49985	60104.92371	27038.32658	52991.32669	75904.9663	0	17633.47919	41345.20667	455766.4905	883531.8831	873178.3372	432417.9707	341705.372	259192.9578	150568.4238	260023.1304	355559.093	352733.8294	497145.5671	382169.5558	217765.8982	334929.1049	323892.173	96108.74353	86311.62305	60003.84703	75142.56194	170012.9416	161000.5651	70323.96332	163199.7302	124925.8596
Fum_label3	13658.04577	30881.08265	32099.16824	208813.5466	217518.9924	218586.1083	232137.551	241910.4377	271836.3982	33013.7486	40083.45372	66968.75891	210429.3462	551641.2525	589434.3828	970861.002	559981.3751	448352.2766	334438.2641	548586.6569	625287.4566	986789.7105	1217347.106	972927.1582	134161.5092	257247.0094	245869.5663	79492.98045	68205.30716	52502.60532	60208.78555	187437.331	209335.8664	61500.8437	126508.8862	110244.2779
Fum_label4	0	0	0	0	0	0	0	0	0	0	0	0	186240.2028	446668.8723	468605.9297	44042.04373	40619.72384	38647.01018	34951.22355	30307.39194	74102.15522	18992.90266	19473.70863	24873.83227	111311.1462	162130.5995	169154.7065	54803.79848	62080.59384	45655.97987	49855.41208	104047.9629	94158.67324	42213.10123	74104.96701	61182.90184
Glc6P_label0	0	0	0	0	0	0	0	0	0	0	0	0	16100.78572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21511.51857	20283.18808	0
Glc6P_label1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glc6P_label2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glc6P_label3	0	0	0	8.24E-12	8.08E-12	1.22E-11	1.22E-11	8.86E-12	8.24E-12	1.03E-11	7.77E-12	1.37E-11	0	0	0	5.9E-12	6.97E-12	6.37E-12	1.08E-11	6.07E-12	1.11E-11	9.58E-12	9.12E-12	7.53E-12	4.49E-13	5.75E-13	0	7.27E-12	5.11E-12	6.44E-12	7.43E-12	6.95E-12	7.01E-12	0	0	3.29E-12
Glc6P_label4	6712.010614	5647.375711	7210.862135	0	0	0	0	0	0	0	0	0	31350.45823	13495.13633	21857.43562	0	0	0	0	0	0	0	0	0	0	0	5503.053888	0	0	0	0	0	0	10624.64883	0	0
Glc6P_label5	38162.28321	34579.30659	41861.45182	42042.82428	43361.96496	35901.31909	33538.24667	46367.53649	34263.51539	38089.5407	39362.12348	28786.23634	94601.77689	34960.66204	69800.03272	71279.12038	48538.16956	60094.87659	42595.31143	76347.72447	39320.73867	49854.20638	44529.01649	44883.8912	29016.95663	27915.08617	29576.55474	67571.04177	71239.80481	68973.98669	57570.40343	54344.45782	55472.19378	61817.69621	53653.11809	54816.2446
Glc6P_label6	958433.0271	808433.0155	1050812.693	1329430.474	1374496.425	1246825.657	1071767.628	1561154.647	1004425.271	1251805.18	1207353.217	879027.8566	2211493.815	685283.3238	1417240.247	2307190.144	1518075.712	1889821.268	1530055.078	2495310.86	1369507.673	1820988.213	1493605.242	1412393.37	724984.153	713728.8317	650182.1306	2343358.293	2156275.511	2263125.111	1923889.222	1727187.243	1788700.502	1673513.213	1437252.902	1520919.33
Gly3P_label0	10448999.91	9916350.968	10820708.05	2208557.849	1383928.659	1353625.828	1419713.128	1127683.074	813473.5568	1157039.22	1040914.694	935897.788	4549588.972	3982211.263	5067336.143	1719572.044	627381.8726	593266.7847	611704.9323	704640.9152	528195.1552	933590.6437	912742.5501	865608.5595	423212.6774	451451.6342	454842.5205	794689.6709	936293.5985	1626984.773	833595.525	1134203.878	773316.6182	1927492.157	1370422.378	1359403.525
Gly3P_label1	0	0	0	0	0	0	0	0	0	0	0	0	83858.14882	20773.37779	59757.8754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.43682745	0	0	0	0	0
Gly3P_label2	358634.7223	341824.2889	363851.5841	70974.99235	88351.64619	69426.04765	66628.00679	90181.98656	67714.80619	50101.20318	68032.05349	47680.98929	776159.7286	421450.2912	609331.6245	603790.3679	532317.0977	444319.9719	208573.57	256209.3317	261510.769	536125.5484	532222.3407	505802.093	18597.13348	19649.8234	16087.77405	571617.2317	585213.1846	640666.8467	523822.8516	571270.5212	476640.0217	595076.2135	449739.1198	527492.0038
Gly3P_label3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IsoCit_label0	965716.7198	933864.8565	1092476.889	615656.0816	694840.0737	559937.0343	457120.593	379360.9362	584073.9121	697583.7681	473158.9824	659993.3279	959725.8237	1311789.816	1116580.149	356838.4489	239288.8488	202230.5776	187834.2551	222806.6893	447281.783	212032.5541	206301.6659	153716.8453	749160.8053	879399.2573	873163.6787	227513.6855	168636.7226	163765.5062	251116.1604	415766.6494	336087.6673	165647.0647	157452.5473	178652.4617
IsoCit_label1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1292.808105	0	0	0	0	0	0	0	0	0	0	71.78438241	827.9222243	0	7269.266724	12178.2351	8661.734362	0	0	0
IsoCit_label2	29948.15738	29895.23157	37415.70141	27759.10468	20289.42943	21475.94447	0	1046.374034	2183.741253	5311.16642	0	6363.739184	30536.77406	103439.041	82571.25141	197334.5792	166709.5901	87068.84274	57510.1549	42122.26156	167925.5894	38118.03693	33208.49389	37864.11082	0	0	0	91615.25868	47737.92819	37161.06272	95041.17927	173225.7312	177663.1439	17937.428	25545.232	31387.70392
IsoCit_label3	13615.43733	17815.68247	18347.64603	22115.86576	27343.21092	20437.94165	0	5910.764849	9662.607958	13118.74781	0	4512.64719	12610.27303	55289.17322	44697.62776	56495.29875	54485.9662	25860.76768	23012.55879	13086.53608	78412.59896	7252.316036	7696.220566	8889.769583	5736.918963	24758.0103	38087.10367	42414.21092	27840.78472	17957.45312	70572.29252	143282.2904	128114.4025	6776.501391	9083.348518	11554.5211
IsoCit_label4	0	0	0	10599.87698	6702.555462	6854.674021	0	0	0	0	0	0	16901.56678	49237.39923	41742.2067	331288.9614	288846.3519	122427.1907	87161.34776	67914.80465	307929.7173	44398.66423	46872.52955	53252.76263	0	0	0	113752.0439	48548.59412	40151.63186	102517.7818	203146.0596	199686.0162	19677.98227	26837.15821	36207.05524
IsoCit_label5	0	0	0	10620.86278	16362.23118	7243.188091	0	0	0	0	0	0	11459.39608	44058.35066	37764.60754	231670.8264	207602.8573	116069.7336	73816.2589	71992.60512	236647.4349	33884.20423	26219.30787	38986.60703	0	0	0	88613.49284	46052.74445	29792.36109	90983.95825	175718.5488	159080.701	16603.64546	21356.02159	21409.87263
IsoCit_label6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mal_label0	9900596.866	13197588.16	13243353.65	9730217.863	14206692.82	15490885.28	6753042.603	10316031.62	10780577.34	12905663.03	13512084.64	16836039.54	20415160.62	26356113.4	24051787.01	10222666.12	11005711.47	10926697.45	7182294.872	8198033.375	8663292.808	14704379.21	16376418.98	14235256.2	13999610.91	15465330.07	16567260.97	6479397.031	5541535.891	3492539.572	5368226.959	6255465.116	5204385.582	7544065.691	8912796.852	8106645.13
Mal_label1	830140.8603	1507441.924	1595457.94	611545.6082	1270294.531	1411902.919	259050.0392	678078.5495	1024458.135	302161.1034	900119.2751	1328756.653	2274697.975	3007971.263	2557249.9	524640.3452	1318049.312	1346942.31	888885.5101	876585.3286	1471856.317	713407.3755	751972.4783	830148.4585	1675486.992	1894825.277	1693843.397	1544778.499	1451634.873	707329.4244	1571329.524	1966166.596	1447017.87	1077368.607	1795469.902	1359276.744
Mal_label2	721906.3333	1213157.783	1190558.305	934087.7991	1318162.84	1296076.386	1089043.194	1435453.054	1463568.593	296055.4458	673306.9347	924750.8865	7166824.924	9568016.879	8662663.004	6169579.342	5554307.727	5067443.414	4130874.396	5717313.988	5008174.327	6100230.536	6186284.426	5712813.079	4111960.603	4893206.904	5105359.512	2846029.061	2488671.784	1951225.743	2599622.079	3881061.957	3360622.96	3011527.734	3488532.461	3260576.599
Mal_label3	825448.0424	1062973.887	1163657.035	4941880.581	4769440.201	4211783.645	6403578.669	6640854.119	5762782.254	1693606.524	2148435.408	2231692.389	4712729.846	7315834.876	6668549.06	12963862.49	9831574.119	9758823.24	8106995.398	12030973.9	9182643.82	15425730.53	15783526.06	14269271.88	3680219.922	4852331.548	4822612.65	3185749.355	2673561.834	2179532.137	2822060.298	5115486.528	4957206.736	2994455.672	3714028.333	3705740.456
Mal_label4	70714.85859	134653.9543	175574.4474	141647.6995	131524.9149	150783.5976	31951.31161	49912.39298	83187.04935	47406.7828	57891.06791	115592.5475	4052206.975	5763756.684	5446063.418	1099087.155	773745.4886	917430.8528	948541.7908	630963.9775	1572158.473	181082.8695	208282.9211	231350.7114	2425733.947	3216326.849	3362994.555	1699862.051	1958484.948	1828930.759	1790624.264	2852196.652	2128845.292	2171996.631	1944550.734	2114963.695
P5P_label0	260384.0556	249168.2219	280404.4315	218078.021	271462.4692	236081.1142	170095.8963	189135.0076	177110.7578	259973.9428	287459.0157	303164.6186	73452.0623	119645.5798	95804.28378	96205.24834	39240.24465	63020.29225	26881.74628	47538.63017	44675.19347	53782.81111	32265.17901	51062.11694	70496.56661	84102.18395	81415.83385	63645.99825	22297.88641	25569.15892	27555.74863	79212.44725	75700.76626	51531.12812	41919.08198	33705.48337
P5P_label1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P5P_label2	159834.243	152539.2479	181116.9336	9713.961507	16557.16712	15767.58031	3441.67697	6957.400491	5605.964765	21130.03229	20166.09172	23612.46148	32771.41607	34172.39543	38061.6692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P5P_label3	78941.88737	60842.88158	62660.46775	34910.23315	42947.91039	38394.35367	41336.54546	38500.19924	29139.84413	63872.53711	74777.15577	75387.40695	30911.03964	28860.15331	32239.86282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P5P_label4	30476.5428	27879.95502	35386.08093	32122.94274	41215.67497	37208.0987	30491.17475	36798.33038	30910.23725	51613.43058	49936.50355	59675.48413	56079.57678	58083.7789	50974.55691	96686.04899	62012.38259	74661.53951	63006.34279	79886.22957	77347.89541	65430.64491	35000.27788	47407.05481	0	0	0	30060.03533	17829.17	24617.76219	21850.24696	32278.21198	33416.44001	13577.23088	6222.281682	7550.476533
P5P_label5	718514.666	660639.8026	750158.7362	1327401.094	1729596.404	1593430.747	1315817.477	1593181.98	1231277.051	2123553.188	2218317.438	2335183.409	1042902.848	947448.0746	878846.6937	3849605.596	2643890.256	2978708.399	2773491.009	3362876.463	3097040.624	2729494.062	1497224.176	2221562.109	68413.78136	70147.13776	66643.65902	1012492.186	690303.6461	869508.1306	788308.7069	1122731.075	1177128.369	555472.5715	300397.3627	317011.0067
PEP_label0	30940.97892	28391.53104	43248.47781	20704.44837	20991.60522	18626.15102	4.03E-16	4.03E-16	11741.93701	49411.84694	19716.15001	31592.125	81230.16104	369330.7391	267479.6058	6729.125767	6656.833513	5964.690378	1.53E-16	0	9865.405206	6125.95483	2.3E-16	0	143642.6455	211891.0181	240493.4677	15457.92545	6.71E-17	0	5.75E-17	8296.437363	8678.592795	0	7910.093927	0
PEP_label1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEP_label2	0	0	0	0	5156.704798	0	0	0	5712.547464	8972.749124	8613.334458	12913.24805	5267.724159	11721.63835	10283.71608	11562.70376	0	10363.45293	0	7052.73947	8730.314848	6440.512077	0	8692.529616	5049.880203	8114.601378	5832.001806	0	0	0	0	0	0	0	0	0
